address,apy,name,symbol,updatedAt,liquidity.usd,liquidity.eth,liquidity.native,price.eth,price.usd
0x4da27a545c0c5B758a6BA100e3a049001de870f5,10.15,Staked Aave,stkAAVE,2022-06-29T15:30:59.275Z,118615710.59830767,106670.74216603463,1976295.3327264604,0.053975102,60.019223156625905
0xa1116930326D21fB917d5A27F1E9943A9595fb47,19.16,Staked Aave Balancer Pool Token,stkABPT,2022-06-29T15:30:59.276Z,62855682.093950026,56525.92076120516,786532924.1381395,7.1867202282911e-05,0.07991487726063788
