symbol,this_week_price_usd,last_week_price_usd,delta_price_usd,Total Liquidity V1,Total Liquidity V2,Total Liquidity amm,Total Liquidity polygon,Total Liquidity avax,Total Liquidity,Available Liquidity V1,Available Liquidity V2,Available Liquidity amm,Available Liquidity polygon,Available Liquidity avax,share,Total Borrows Stable V1,Total Borrows Variable V1,Total Borrows Variable V2,Total Borrows Stable V2,Total Borrows Variable amm,Total Borrows Stable amm,Total Borrows Variable polygon,Total Borrows Stable polygon,Total Borrows Variable avax,Total Borrows Stable avax,Total Borrows V1,Total Borrows V2,Total Borrows amm,Total Borrows polygon,Total Borrows avax,Total Borrows Variable,Total Borrows Stable,Total Borrows Variable USD,Total Borrows Stable USD,Total Borrows,Total Borrows USD,Share of borrows,V1 Interests USD,V2 Interests USD,V2 Reserve USD,amm Interests USD,amm Reserve USD,polygon Interests USD,polygon Reserve USD,avax Interests USD,avax Reserve USD,V1 Liquidations per Collateral USD,V1 Bonus USD,V2 Liquidations per Collateral USD,V2 Bonus USD,amm Liquidations per Collateral USD,amm Bonus USD,polygon Liquidations per Collateral USD,polygon Bonus USD,avax Liquidations per Collateral USD,avax Bonus USD,Total Liquidations,Total Bonus USD,V1 Flashloans USD,V1 Flashloans Fees USD,V2 Flashloans USD,V2 Flashloans Fees USD,amm Flashloans USD,amm Flashloans Fees USD,polygon Flashloans USD,polygon Flashloans Fees USD,avax Flashloans USD,avax Flashloans Fees USD,V2 Depositor LM,V2 Borrower LM,polygon Depositor LM,polygon Borrower LM,avax Depositor LM,avax Borrower LM,Total estimated weekly income,Share of income,Share of income excl liquidations,Average APY excl LM,Average Depositor APY,V2 Reserve Factor Accrued USD,amm Reserve Factor Accrued USD,polygon Reserve Factor Accrued USD,avax Reserve Factor Accrued USD,V1 Ecosystem Collection,V2 Ecosystem Collection,amm Ecosystem Collection,polygon Ecosystem Collection,avax Ecosystem Collection,Total Collections,Percentage of Total Collections USD,TVL Safety Module + Ecosystem Reserve,Share of TVL
AAVE,72.82673000000008,105.08744889148053,-0.3069892668609242,2707.7370726016015,2023104.6393554008,0.0,69552.92041141476,12538.632808236021,153511750.35038882,2707.7370726016015,2023104.6393554008,0.0,69552.92041141476,12538.632808236021,0.021662197173651535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.8975349417849,63.489753494178494,48210.9427513692,3615.8207063526897,0.0,0.0,37913.774135196436,3791.3774135196436,7687.110782845573,768.7110782845574,94446.72520435299,8239.398951651068,0.0,0.0,94278.60691723943,84.8507462255155,0.0,0.0,6637.132484471034,5.973419236023931,54.70736014008285,0.04923662412607456,0.0,0.0,0.0,0.0,0.0,0.0,8330.272353736735,0.0021880947119075488,4.111004636816954e-05,3.8850605679776714e-05,4.238140796952867e-07,0.0,0.0,0.0,0.0,4.899669464115677,0.0,0.0,0.0,0.0,4.899669464115677,9.054146730149119e-06,1.0319526055889336e-05,0.0008501678736961507
AMPL,0.9636874996151781,0.9925166270251127,-0.029046493151802077,0.0,12077106.292261915,0.0,0.0,0.0,11638556.36537662,0.0,11805187.903590787,0.0,0.0,0.0,0.0016053510289472687,0.0,0.0,271918.388671128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271918.388671128,0.0,0.0,0.0,271918.388671128,0.0,262044.35207786752,0.0,271918.388671128,262044.35207786752,9.667248071231151e-05,0.0,1539.1451021591895,15.947651926624747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555.0927540858142,0.000408472867062331,0.0007035054676065228,0.0072292290450992665,0.0072292290450992665,558833.775832205,0.0,0.0,0.0,0.0,130066.079493901,0.0,0.0,0.0,130066.079493901,0.003180461995927199,0.0036249534511570676,0.005005975868346986
BAL,5.965171913413818,7.519017152400001,-0.20665536565376896,0.0,524581.0216198743,0.0,40400.68361916296,0.0,3370212.99968455,0.0,316134.269368305,0.0,19414.20081839887,0.0,0.00028244839321243725,0.0,0.0,208446.75225156936,0.0,0.0,0.0,20986.482800764097,0.0,0.0,0.0,0.0,208446.75225156936,0.0,20986.482800764097,0.0,229433.23505233345,0.0,1368608.68973785,0.0,229433.23505233345,1368608.68973785,8.156815027756515e-05,0.0,5748.290528636238,1438.1734513402232,0.0,0.0,713.628747543238,178.54109382180584,0.0,0.0,0.0,0.0,5952.490391653014,476.19923133224114,0.0,0.0,8.989571570584708,0.8989571570584709,0.0,0.0,5961.479963223598,477.0981884892996,0.0,0.0,1792.5095432062647,1.6132585888856381,0.0,0.0,85.1705042951283,0.07665345386561546,0.0,0.0,2.9484703652370627,0.0,0.0,0.0,0.0,0.0,8772.149377075677,0.0023041615986819862,0.00375258250667952,0.022193901710900407,0.021513436224968447,16796.361248063105,0.0,523.4382794905607,0.0,0.0,3169.3781872513887,0.0,120.66081963096848,0.0,3290.039006882357,0.0004979823455477046,0.0005619010579916425,0.00014080037650151574
BAT,0.31070500142214,0.38663224894451315,-0.1963810513211216,572737.8461195905,2826347.018468008,0.0,0.0,0.0,1056112.6676856645,433433.96719770983,2258045.346149426,0.0,0.0,0.0,0.00011800493535740578,648.0122356818698,138655.86668619874,538685.3117035913,29616.360614990423,0.0,0.0,0.0,0.0,0.0,0.0,139303.87892188062,568301.6723185817,0.0,0.0,0.0,677341.17838979,30264.37285067229,210453.29179487372,9403.29200960831,707605.5512404623,219856.583804482,0.0002515680691494235,0.0,83.0079118567473,20.744309993012813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5118.643549260638,383.89826619454783,0.0,0.0,0.0,0.0,0.0,0.0,5118.643549260638,383.89826619454783,0.0,0.0,7563.373381059751,6.807036042953776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.45752408726173,0.00012987809374958992,5.001569341615734e-05,0.07856724428292881,0.017567406297700944,1567.9282043630817,0.0,0.0,0.0,250.52059200715738,5267.465080057013,0.0,0.0,0.0,5517.985672064171,4.350295396656793e-05,4.9582791216678046e-05,0.0011300471968761357
BUSD,0.996147086477684,1.0056714737220003,-0.009470674562405912,1401825.5314736615,15402049.027659807,0.0,0.0,0.0,16739130.683617283,942062.7837278829,9811851.50376864,0.0,0.0,0.0,0.001511648859482646,0.0,459762.74774577847,5590197.523891167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459762.74774577847,5590197.523891167,0.0,0.0,0.0,6049960.271636945,0.0,6026650.297896881,0.0,6049960.271636945,6026650.297896881,0.0021508831033028764,565.0532183150848,2758.2119555674813,306.36671195630396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.836234591553746,25.672469183108092,0.0,0.0,0.0,0.0,6434.094858286151,0.0016900298498658671,0.002910707994755111,0.011349513330865889,0.014272609565123395,122554.47549363293,0.0,0.0,0.0,690.2691951166823,128522.68645805372,0.0,0.0,0.0,129212.9556531704,0.003266024700614495,0.0037224741327573285,0.0045662829537065856
BptBALWETH,268.9591859422483,268.9591859422483,0.0,0.0,0.0,97.0187827188793,0.0,0.0,26094.092821177645,0.0,0.0,97.0187827188793,0.0,0.0,3.6821636289712426e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BptWBTCWETH,211443.71154837313,211443.71154837313,0.0,0.0,0.0,0.08732430541351263,0.0,0.0,18464.175245016802,0.0,0.0,0.08732430541351263,0.0,0.0,2.6054983015532823e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRV,0.8847187320000001,1.170079378520329,-0.2438814423694854,0.0,53694591.79192328,0.0,326594.9262993416,0.0,47793555.81448116,0.0,26905024.903567117,0.0,176308.72168871685,0.0,0.003380929781823961,0.0,0.0,26789566.888356157,0.0,0.0,0.0,150286.2046106248,0.0,0.0,0.0,0.0,26789566.888356157,0.0,150286.2046106248,0.0,26939853.09296678,0.0,23834192.66867585,0.0,26939853.09296678,23834192.66867585,0.009577662037679112,0.0,53555.78287295376,13398.604972689574,0.0,0.0,124.47615656747757,31.163655291200456,0.0,0.0,0.0,0.0,58028.30665313798,4932.406065516729,0.0,0.0,8730.450119311778,873.0450119311778,0.0,0.0,66758.75677244976,5805.451077447907,0.0,0.0,35388.749279999865,31.84987435199988,0.0,0.0,8998.981542458678,8.09908338821281,0.0,0.0,26.918769362465635,0.0,0.0,0.0,0.0,0.0,74915.83364098267,0.01967798079908497,0.031264715158683225,0.08996095746344163,0.08521965236458034,314093.50322454417,0.0,1177.8098128677611,0.0,0.0,383747.41061715555,0.0,1359.1317296150287,0.0,385106.5423467706,0.008645220096849095,0.00985273653058991,0.011432129335826161
DAI,0.9981699408949527,0.9964267443804576,0.0017494477384576435,5499248.430115869,455277550.84370595,755937.7306747455,59269706.24498602,26506709.326840535,546307544.4783751,4427896.942360585,205011508.80240625,297340.5287296607,30777695.12627058,16085403.521483496,0.0361427969463922,497819.7272395372,573531.7605157479,247473054.5003021,2792987.5409975983,458597.20194508485,0.0,28492011.11871544,0.0,10421305.805357039,0.0,1071351.487755285,250266042.0412997,458597.20194508485,28492011.11871544,10421305.805357039,287418500.38683546,3290807.2682371354,286892507.54324347,3284784.8964329422,290709307.65507257,290177292.4396764,0.10335303204214097,1139.6786909697494,133893.82554121516,14804.37582465977,303.30550317752443,33.73212729114753,13106.303393245316,1452.8668721282233,4035.2307662306443,448.80265795681134,0.0,0.0,64351.43781957633,3217.5718909788166,0.0,0.0,15524.247136667143,776.2123568333573,2855.2168582072923,142.76084291036463,82730.90181445076,4136.545090722539,0.0,0.0,2110345.0938488687,1899.3105844639817,0.0,0.0,523087.5656385153,470.77880907466374,164047.64518331885,147.64288066498696,520.5089203820522,1041.0178407641067,0.0,0.0,0.0,0.0,289593.2865635665,0.07606684535943481,0.12913723497434904,0.01681616764929347,0.020045150745034223,5963404.64017769,10897.835094151204,3256079.835860454,1595199.710472032,451416.64450401056,5100979.141856812,11371.06018717765,3321167.1467953087,1609086.295393911,10494020.288737219,0.2657885830554115,0.2544495201689539,0.09157117687843971
DPI,74.1456336109105,93.1515240737401,-0.20403198607662365,0.0,133130.95581110523,0.0,256.5323957455527,0.0,9890099.828864802,0.0,131216.0162807196,0.0,256.5323957455527,0.0,0.0013755663517969817,0.0,0.0,1914.9395303856431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1914.9395303856431,0.0,0.0,0.0,1914.9395303856431,0.0,141984.4048070229,0.0,1914.9395303856431,141984.4048070229,6.807996903818995e-07,0.0,1.035064175822876,0.3061724965592749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2085.750232661988,156.43126744964908,0.0,0.0,0.0,0.0,0.0,0.0,2085.750232661988,156.43126744964908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.553547407467807,0.0,0.0,0.0,0.0,0.0,1144.8330417078903,0.0003007108313156643,0.00044714120785125186,1.121801688402598e-05,7.027782092660515e-05,9.801145013173292,0.0,0.0,0.0,0.0,0.18157381188733782,0.0,0.0,0.0,0.18157381188733782,3.416085460698531e-07,3.8935069169397716e-07,5.506306536607256e-05
