address,apy,name,symbol,updatedAt,liquidity.usd,liquidity.eth,liquidity.native,price.eth,price.usd
0x4da27a545c0c5B758a6BA100e3a049001de870f5,9.79,Staked Aave,stkAAVE,2022-06-22T04:45:56.005Z,129188944.67289473,118757.30316305222,2050190.818524855,0.057925,63.013132
0xa1116930326D21fB917d5A27F1E9943A9595fb47,19.36,Staked Aave Balancer Pool Token,stkABPT,2022-06-22T04:45:56.008Z,65336320.470002286,60060.59757869015,790225082.9298189,7.6004418077962e-05,0.08268064616193019
