address,apy,name,symbol,updatedAt,liquidity.usd,liquidity.eth,liquidity.native,price.eth,price.usd
0x4da27a545c0c5B758a6BA100e3a049001de870f5,9.79,Staked Aave,stkAAVE,2022-06-21T19:00:52.164Z,145352164.52694663,126724.89027884211,2049879.4009347737,0.06182065648401256,70.90766630498557
0xa1116930326D21fB917d5A27F1E9943A9595fb47,19.62,Staked Aave Balancer Pool Token,stkABPT,2022-06-21T19:00:52.166Z,72548884.51026574,63251.54812339513,790078162.378066,8.0057329939374e-05,0.09182494589130265
